reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText,overall_new
AUDSM2CTLLW1Q,B006M6W0AY,1,-1,3,"Flo Rida has always been about high-octane energy in his songs every since his debut hit ""Low"" back in 2008.  Sia has a striking voice with a talent for lyrics.  This should make for a strong duet.  Unfortunately, the whole is less than the sum of its parts.  ""Wild Ones"" still has the fast-paced energetic flow that Flo Rida always brings to his music, but Sia is utterly wasted.  The lyrics she is given are worse than the worst Taylor Swift lyrics and her voice-cracking vocals don't do her or the song any good.  With ""Titanium"", Sia proved she is an excellent singer.  It's too bad it doesn't show here.
  Overall, ""Wild Ones"" still gets the grooving going when it comes on.  So, it gets positive review for that but, the aforementioned shortcomings prevent it from getting anything more than three stars.","Flo Rida has always been about high - octane energy in his songs every since his debut hit "" Low "" back in 2008 . Sia has a striking voice with a talent for lyrics . This should make for a strong duet . Unfortunately , the whole is less than the sum of its parts . "" Wild Ones "" still has the fast - paced energetic flow but Sia is utterly wasted . The lyrics she is given are worse than the worst Taylor Swift lyrics or the song any good . With "" Titanium "" , Sia proved she is an excellent singer . It is too bad it does not show here . Overall , "" Wild Ones "" still gets the grooving going So , it gets positive review for that that but , the aforementioned shortcomings prevent it from getting anything more than three stars . but , the aforementioned shortcomings prevent it from getting anything more than three stars .",4.000000
A9Q28YTLYREO7,B014K4HER8,1,-1,1,"somewhere between being a broke  Jennifer lopez meets a Broke Beyonce and a couple of other
acts in places. eye candy factor she is on point,as a music  artist she is almost below zero.
her voice is pretty liteweight. a couple  of ok  tracks,  however  she  is a  great artist to listen to
on mute  if  she had a calendar.","somewhere between being a broke   Jennifer lopez meets a Broke Beyonce her voice is pretty liteweight . a couple   of ok   tracks , however   she   is a   great artist to listen to",3.000000
A3M88RCAR2T804,B00AHXDGBA,1,-1,1,I don't understand why Bruno took a very nice song and used profanity in the first 10 seconds.,I do not understand why Bruno took a very nice song why Bruno took a very nice song and used profanity in the first 10 seconds .,3.000000
A32N2D0EVKZ39M,B00F94RZV4,1,-1,1,"I used to drive a school bus and would download music that the kids liked. This is unfortunately one of their favorites. Now that those days are over, I'm deleting it!",that the kids liked . This is unfortunately one of their favorites .,3.000000
A26OALL5BYR5UH,B000TE0OC6,-1,1,5,"I choose not to review music anymore, too subjective.","I choose not to review music anymore , too subjective .",5.000000
A2NF7AV60OSSAU,B0011ZT5MM,-1,1,4,Corey Taylor's metal vocals and the heavy drumming add to the power and energy of the song. Very heavy sounding but I don't recommend it for younger listeners who might be too young for this heavy metal stuff. If hip hop is your thing I don't recommend it.,and energy of the song . but I do not recommend it for younger listeners If hip hop is your thing I do not recommend it .,4.000000
A3TIMMYVZM11Q4,B00136Q068,1,-1,3,bought this for a friends daughter's funeral!  Not a big fan of Billy Joel but bought this for my friend.,bought this for a friends daughter 's funeral ! Not a big fan of Billy Joel but bought this for my friend .,3.000000
A27GTBNUF8DUEF,B00AU1L44K,-1,1,5,"The first time I heard this song, my thoughts were that she has known emotional pain. I experienced mental suffering in my childhood and my heart reverberated with hers as I listened. I am stirred every time I listen to this song. I did a search and found out the story of the song, it is worth reading. Also, her crying out to God is like that of the Psalm writers. It is nice to hear a modern version of that.","that she has known emotional pain . I experienced mental suffering in my childhood and found out the story of the song , it is worth reading . Also , her crying out to God is like It is nice to hear a modern version of",5.000000
A1374RLDD5VINW,B00JLJ185C,1,-1,2,best for teen appeal,best for teen appeal,4.000000
A7UH5YGIKEFR3,B00137Z22A,1,-1,3,Really like it!,Really like it !,3.000000
A32SJM5GPNG5QL,B001KEORT0,1,-1,3,"I think this is Meri Wilson's biggest hit.  I guess she made quite a few songs based on double entendre lyrics.  Seems a bit high school these daze, but if you like them here's one.","Seems a bit high school these daze , but if you like them here is one .",3.000000
A25U2K34II1BFT,B008BNAOQ8,-1,1,5,Omg it's off the chart,Omg it's off the chart,5.000000
A3BSO9DMOIPPIV,B00122BA18,-1,1,4,Oh get over it.....This time of the season is not a happy Folger's ad for everyone. It is stressful and very hard for a lot of people who have experienced loss or have to endure loneliness at this time of year. Take the song for what it is.,This time of the season is not a happy Folger 's ad for everyone . It is stressful and very hard for a lot of people who have experienced loss or have to endure loneliness at this time of year .,4.000000
A1RRX3CUBMTHGB,B001UVF0NU,1,-1,3,ok,ok,3.000000
A3CI38KCX6IQC7,B001NTZFV6,-1,1,4,"sorry about the neologism, figure it out yourselves. tune from when i was young & fit. now neither, time-jumping back 30 yrs takes some pressure off those nasty end-of-life issues in the bullseye now. only strictly pop track ever earned my limited affection. why?
one for the gurus.","sorry about the neologism , figure it out yourselves . when i was young & fit . now neither , time - jumping back 30 yrs takes some pressure off those nasty end - of - life issues in the bullseye now . only strictly pop track ever earned my limited affection .",4.000000
AENW6HCEM315,B00299CER2,1,-1,3,"Green Day is not my normal go-to music, but this song is beautiful. It has a great message to it as well.

http://youtu.be/r00ikilDxW4","but this song is beautiful . It has a great message to it as well . 

 http://youtu.be/r00ikilDxW4",2.000000
A2EKA5NQ7DW07Z,B00136LDQA,-1,1,4,Does it really matter what I think?,Does it really matter what I think ?,4.000000
A1LC5TGVJOG8YB,B00A6UF4U0,1,-1,3,Excellent range of voice and great singing.  Good CD to share with the young people to let them know God can work through them as well as the old.,Excellent range of voice and great singing . Good CD to share with the young people to let them know God can work through them as well as the old .,3.000000
APV6BYU7QFJU7,B01DQ6ONVG,-1,1,4,"Not a huge Volbeat fan but, as with most songs, if it has a catchy enough beat I'll listen.","Not a huge Volbeat fan but , as with most songs , if it has a catchy enough beat I will listen .",4.000000
A2P12VZMQVMBNS,B000W29A34,-1,1,4,"But this song is okay. The song is not my favorite of their works, but it's still good enough to purchase for 99 cents.","But this song is okay . The song is not my favorite of their works , but it is still good enough to purchase for 99 cents .",4.000000
AB7LXK9GUNJH9,B0011Z110G,-1,1,5,"Everyone needs to be reminded there are part's of their lives where we need to forget what we did, and maybe do it better.","where we need to forget what we did , and maybe do it better .",5.000000
A3HFC7MAV9A3A6,B0068C9NM0,1,-1,2,"Solid song at first, but it gets old after about two weeks.  I'm sure she will come out with a new song by then to replace this one.","Solid song at first , I am sure she will come out with a new song by then to replace this one .",3.000000
A3U8RGCLC5WWBX,B00CFAK1U2,1,-1,3,...For My DJ service,... For My DJ service,4.000000
A16QP9QABBI3Z3,B006U6460I,-1,1,5,just as I had ordered,just as I had ordered,5.000000
A3SOV9HFM5H9T1,B00122B4UK,-1,1,4,Human interaction has not been as great as the idea of human engineering paving paradise to put up a parking lot with a swing hot spot. A society based on having so much entertainment to sell that it would like to toss everything else in the trash so people are not distracted by memories when they should be sleeping produced benzodiazepines to be the perfect hypnotic aspect of who we are.,Human interaction has not been as great as the idea of human engineering paving paradise to put up a parking lot with a swing hot spot . A society based on having so much entertainment to sell that it would like to toss everything else in the trash so people are not distracted by memories when they should be sleeping produced benzodiazepines to be the perfect hypnotic aspect of,4.000000
AF1QQ4PU31SHV,B00F94W58W,-1,1,5,Did it!,Did it !,4.000000
A2KFYEV2YSZ2PK,B001IAQVVI,1,-1,3,Rock the way it was meant to be. Don't even make music like this anymore. Great time to be alive.,Do not even make music like this anymore . Great time to be alive .,3.000000
